Crop,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
Chickpea,Rabi,Theni,15569,800.4,483537,2801,0.96
Mango,Whole Year,Namakkal,13245,810.0,744342,5301,3.01
Blackgram,Rabi,Namakkal,3151,509.5,432738,1281,0.55
Chilli,Kharif,Rajapalayam,2247,959.7,421966,5188,2.9
Papaya,Whole Year,Sivakasi,5778,856.7,1591627,2630,31.22
Chilli,Kharif,Kodaikanal,7133,936.5,1823292,4410,3.03
Sesame,Kharif,Dindigul,5049,612.1,173521,998,0.41
Pomegranate,Whole Year,Virudhunagar,3491,400.7,649216,1587,4.08
Blackgram,Rabi,Kodaikanal,7808,703.8,469151,2211,0.81
Blackgram,Rabi,Palani,18794,783.8,1841576,4759,0.76
Sesame,Kharif,Kodaikanal,9876,772.0,590701,2941,0.45
Sugarcane,Whole Year,Theni,74734,1636.7,8003936,25749,51.33
Chilli,Rabi,Namakkal,6347,596.8,2079221,5836,1.81
Maize,Kharif,Theni,46135,838.1,1853271,12237,2.25
Banana,Whole Year,Virudhunagar,12706,763.7,2240958,11652,25.44
Sesame,Kharif,Dindigul,4461,721.0,547546,1594,0.45
Greengram,Kharif,Dindigul,3183,761.0,254731,1153,0.45
Papaya,Whole Year,Madurai,3985,1236.3,1440923,1596,21.64
Papaya,Whole Year,Salem,6986,1164.4,1631730,3870,26.37
Mango,Whole Year,Kodaikanal,33057,1305.3,3131514,5423,6.33
Chickpea,Rabi,Salem,14574,637.2,1091248,2342,1.05
Sugarcane,Whole Year,Theni,48999,1194.9,8655239,31108,73.53
Chickpea,Rabi,Rajapalayam,10550,759.1,1124551,1529,1.12
Pomegranate,Whole Year,Dindigul,1517,437.5,546893,826,6.84
Sugarcane,Whole Year,Theni,84035,1632.6,11614188,28118,54.1
Coffee,Whole Year,Palani,976,1325.0,468590,1216,1.41
Pigeonpea,Kharif,Sivakasi,1544,823.6,204540,1033,0.68
Maize,Kharif,Palani,2957,863.8,1515611,2278,1.63
Chickpea,Rabi,Salem,14660,584.2,556736,3173,1.02
Mango,Whole Year,Palani,24669,1101.6,732569,8750,5.27
Pigeonpea,Kharif,Salem,6449,945.8,642330,2462,0.97
Papaya,Whole Year,Madurai,3919,1246.1,431114,1863,21.12
Cotton,Kharif,Rajapalayam,15122,722.7,2752479,8000,1.15
Chickpea,Rabi,Sivakasi,6628,703.2,236613,1083,1.0
Chickpea,Rabi,Virudhunagar,13969,820.9,972792,1628,0.77
Papaya,Whole Year,Kodaikanal,1981,1174.5,1040160,2987,19.46
Pomegranate,Whole Year,Salem,4139,668.6,352283,2479,5.17
Cotton,Kharif,Namakkal,38455,952.4,2057286,9264,0.95
Sesame,Kharif,Virudhunagar,7372,648.1,607082,238,0.49
Cotton,Kharif,Madurai,28358,662.0,2453544,14415,1.29
Sorghum,Rabi,Theni,19954,850.1,1411312,4860,0.63
Papaya,Whole Year,Karur,209,1229.7,189158,1682,22.55
Coconut,Whole Year,Madurai,47307,1061.6,2576803,6706,4.99
Papaya,Whole Year,Virudhunagar,2399,1236.7,906212,3737,26.74
Greengram,Kharif,Namakkal,2486,563.6,604755,100,0.3
Rice,Rabi,Madurai,6451,942.7,715968,3716,1.48
Papaya,Whole Year,Namakkal,4179,883.2,608795,3041,33.33
Coconut,Whole Year,Namakkal,6665,1011.5,1035170,4083,3.7
Blackgram,Rabi,Rajapalayam,8413,757.0,621160,1878,0.69
Tapioca,Whole Year,Palani,2662,1044.3,1456801,2661,23.17
Mango,Whole Year,Dindigul,36297,920.8,3575695,11118,4.26
Papaya,Whole Year,Kodaikanal,1373,1295.9,489454,3677,34.37
Blackgram,Rabi,Attur,8623,843.4,754637,2063,0.36
Rice,Kharif,Kodaikanal,42390,1385.6,3711009,17582,2.41
Maize,Rabi,Rajapalayam,46985,617.3,1718670,5777,1.68
Millet,Kharif,Madurai,4361,533.4,397759,2595,1.01
Chickpea,Rabi,Theni,800,1083.8,268169,722,0.57
Blackgram,Rabi,Attur,11559,474.5,1190252,3930,0.71
Pomegranate,Whole Year,Salem,329,532.7,114367,1756,8.28
Millet,Kharif,Madurai,24020,533.3,1032520,2738,1.13
Rice,Kharif,Madurai,44886,1110.2,5013012,6119,2.49
Sorghum,Kharif,Karur,6050,593.1,844315,3652,1.31
Tapioca,Whole Year,Salem,358,998.3,472638,3304,32.59
Rice,Kharif,Karur,54282,871.1,4412793,5501,2.02
Tapioca,Whole Year,Salem,13908,937.0,1432486,5492,22.39
Rice,Kharif,Attur,60598,1271.1,5113928,18238,2.61
Chickpea,Rabi,Rajapalayam,11902,527.1,1363158,626,0.83
Chickpea,Rabi,Rajapalayam,1279,599.9,462191,667,0.88
Chickpea,Rabi,Palani,2754,800.1,401968,1569,1.25
Tapioca,Whole Year,Madurai,1671,1038.6,771313,2309,23.23
Banana,Whole Year,Salem,20807,983.2,4072389,4615,31.28
Coconut,Whole Year,Namakkal,15068,991.5,1518879,6038,9.53
Millet,Kharif,Salem,486,737.4,194640,2086,1.29
Groundnut,Rabi,Kodaikanal,5498,791.3,1759751,6922,1.24
Tapioca,Whole Year,Madurai,9790,614.2,1546840,2361,15.77
Tapioca,Whole Year,Kodaikanal,9605,969.1,1876304,3289,19.39
Pigeonpea,Kharif,Rajapalayam,4839,724.7,415433,414,0.86
Greengram,Kharif,Attur,6599,588.7,342207,1031,0.74
Sesame,Kharif,Kodaikanal,7266,693.2,498968,1575,0.57
Cotton,Kharif,Virudhunagar,60889,737.4,3857309,11091,1.64
Mango,Whole Year,Namakkal,22392,734.3,2669328,6915,7.3
Maize,Rabi,Sivakasi,20046,729.3,1906307,4152,2.51
Maize,Kharif,Madurai,28625,622.6,1041429,2882,2.33
Greengram,Kharif,Attur,8991,452.9,737154,1603,0.74
Sesame,Kharif,Palani,6921,523.4,695287,930,0.75
Coffee,Whole Year,Salem,4733,1432.3,1082064,3659,0.89
Groundnut,Kharif,Theni,57427,1023.1,4862129,18205,2.2
Cotton,Kharif,Salem,22472,633.1,1036400,5478,1.31
Chilli,Kharif,Dindigul,1208,760.7,603237,1438,2.3
Coffee,Whole Year,Namakkal,1269,1185.3,778609,3560,0.87
Sorghum,Rabi,Madurai,2602,820.7,823781,434,1.44
Greengram,Kharif,Salem,14211,457.8,685641,3019,0.53
Mango,Whole Year,Palani,38282,1065.8,1503072,7175,6.39
Tapioca,Whole Year,Salem,3249,960.0,632353,1489,28.12
Chickpea,Rabi,Karur,17545,656.0,506835,2415,0.82
Banana,Whole Year,Sivakasi,38654,1106.6,3995160,19718,29.27
Chickpea,Rabi,Theni,7883,929.4,507623,698,0.56
Sesame,Kharif,Namakkal,1684,536.8,86848,1165,0.42
Sesame,Kharif,Theni,7636,834.5,532848,1170,0.74
Pomegranate,Whole Year,Rajapalayam,4446,548.2,1112481,4433,6.49
Banana,Whole Year,Salem,12596,849.2,2765041,6154,15.33
Sugarcane,Whole Year,Rajapalayam,11848,1176.8,3326368,13986,71.72
Chickpea,Rabi,Sivakasi,13571,699.3,474363,3588,0.55
Cotton,Kharif,Salem,28007,953.0,3265834,11428,1.18
Coconut,Whole Year,Rajapalayam,36547,1104.3,2905156,10135,9.22
Coffee,Whole Year,Madurai,4547,1458.8,1778225,3778,1.49
Sesame,Kharif,Madurai,2473,452.1,453812,1041,0.42
Mango,Whole Year,Kodaikanal,3898,925.6,1341090,4733,4.71
Chilli,Rabi,Palani,9350,760.6,2517677,1097,1.49
Pigeonpea,Kharif,Salem,5119,969.6,638987,2571,0.93
Banana,Whole Year,Attur,11253,915.7,862520,1566,19.78
Papaya,Whole Year,Rajapalayam,2306,1084.8,955881,550,23.1
Cotton,Kharif,Sivakasi,36943,545.0,5071485,15735,1.15
Banana,Whole Year,Attur,43302,1234.0,6915424,22859,29.83
Blackgram,Rabi,Karur,18615,696.8,1084805,1799,0.95
Mango,Whole Year,Namakkal,26690,984.7,1372510,8752,4.67
Turmeric,Kharif,Salem,11772,1027.5,2805939,3416,5.28
Tapioca,Whole Year,Virudhunagar,971,672.0,830973,2596,24.89
Pomegranate,Whole Year,Attur,3993,562.7,1093883,2540,8.1
Coffee,Whole Year,Kodaikanal,4129,1043.7,1261479,2946,1.58
Coffee,Whole Year,Madurai,4098,953.9,562296,4868,1.17
Turmeric,Kharif,Rajapalayam,1325,829.2,993390,3154,2.67
Coconut,Whole Year,Madurai,40744,1109.7,1491773,5616,8.97
Mango,Whole Year,Dindigul,11298,677.1,1762234,6892,3.86
Mango,Whole Year,Kodaikanal,828,1114.9,1521228,3100,8.48
Millet,Kharif,Palani,6523,1149.5,1126351,2200,0.97
Millet,Kharif,Salem,26041,764.3,2003681,3333,1.17
Tapioca,Whole Year,Salem,6221,676.0,1007336,3749,28.19
Sugarcane,Whole Year,Salem,28785,1335.0,4401226,19352,60.34
Pomegranate,Whole Year,Virudhunagar,4773,474.1,726069,2759,3.77
Groundnut,Rabi,Karur,7547,757.4,879777,4245,1.92
Sesame,Kharif,Kodaikanal,8286,790.3,425644,458,0.52
Chickpea,Rabi,Rajapalayam,1114,863.3,396563,2111,1.22
Coconut,Whole Year,Palani,23442,917.6,1674888,3703,4.52
Sesame,Kharif,Kodaikanal,5425,790.6,288525,2323,0.44
Coffee,Whole Year,Attur,2152,922.6,1038654,2795,0.56
Cotton,Kharif,Madurai,49054,678.1,3011212,13823,0.92
Chilli,Rabi,Namakkal,11754,839.5,960800,7638,2.81
Coconut,Whole Year,Dindigul,25595,790.0,2622842,4084,6.34
Mango,Whole Year,Karur,34252,1063.5,4512324,2669,8.46
Coffee,Whole Year,Palani,4215,1102.9,1581625,1514,1.19
Papaya,Whole Year,Salem,1486,1044.8,373535,1134,24.5
Blackgram,Rabi,Namakkal,9474,677.8,363665,2289,0.33
Coffee,Whole Year,Dindigul,4358,1435.2,1307790,3013,0.51
Sugarcane,Whole Year,Attur,43647,1166.6,8464880,10486,50.43
Sorghum,Rabi,Dindigul,22822,764.0,1812067,5428,1.57
Sorghum,Kharif,Kodaikanal,12164,658.5,1046330,1731,1.42
Millet,Kharif,Attur,25033,634.2,2482627,1010,1.49
Banana,Whole Year,Theni,30328,1080.5,2885299,11697,21.71
Greengram,Kharif,Karur,7883,524.4,798991,2709,0.56
Chilli,Kharif,Salem,9486,525.2,644797,6788,0.75
Millet,Kharif,Theni,10201,1021.9,657510,4327,0.99
Pigeonpea,Kharif,Dindigul,10777,736.2,486149,3191,0.72
Pomegranate,Whole Year,Palani,4292,739.3,751838,3537,7.39
Greengram,Kharif,Attur,10224,396.7,831566,1496,0.69
Sugarcane,Whole Year,Madurai,50952,1344.0,9055936,9572,69.04
Mango,Whole Year,Namakkal,19142,906.1,810879,7540,4.78
Tapioca,Whole Year,Rajapalayam,16822,905.3,1021334,2537,14.56
Coffee,Whole Year,Theni,3285,1478.8,887164,3415,0.91
Coconut,Whole Year,Virudhunagar,56101,845.6,4878546,6391,5.25
Papaya,Whole Year,Virudhunagar,6326,780.9,463679,6302,33.89
Chickpea,Rabi,Namakkal,2107,582.3,259723,956,0.68
Chickpea,Rabi,Sivakasi,2925,624.8,590774,1310,1.06
Coffee,Whole Year,Salem,3886,1235.2,810269,4365,0.68
Sesame,Kharif,Virudhunagar,1044,383.1,168622,765,0.46
Chilli,Kharif,Virudhunagar,8398,867.9,1077718,3839,2.27
Maize,Kharif,Karur,24021,918.1,869621,9118,1.42
Groundnut,Kharif,Madurai,55965,809.7,5045321,7979,2.71
Rice,Kharif,Karur,59736,941.0,3717307,19319,2.5
Rice,Rabi,Kodaikanal,57572,1209.5,5241177,23787,2.41
Coconut,Whole Year,Salem,26613,1319.6,1423100,8077,8.65
Greengram,Kharif,Karur,328,680.3,286664,1470,0.52
Millet,Kharif,Sivakasi,21682,592.2,791024,1915,0.56
Turmeric,Kharif,Virudhunagar,6352,1081.9,1958387,4014,2.52
Blackgram,Rabi,Salem,3353,924.4,746005,1365,0.5
Turmeric,Kharif,Kodaikanal,9864,1170.2,1492021,2018,3.28
Turmeric,Kharif,Virudhunagar,12249,1271.2,1293116,1520,2.5
Papaya,Whole Year,Virudhunagar,5553,1072.2,826442,4595,21.94
Pigeonpea,Kharif,Virudhunagar,2894,673.0,412232,1071,0.62
Tapioca,Whole Year,Madurai,12526,1014.0,2183911,4279,28.13
Greengram,Kharif,Palani,1592,593.3,307074,634,0.8
Sugarcane,Whole Year,Salem,23272,1008.7,5285324,8724,35.6
Pomegranate,Whole Year,Palani,4109,764.0,830956,3012,10.19
Sorghum,Kharif,Palani,5216,707.4,321607,2694,1.24
Banana,Whole Year,Theni,26614,998.0,2850142,5843,17.36
Mango,Whole Year,Madurai,2793,762.6,1563754,2473,6.87
Groundnut,Kharif,Theni,49837,789.1,5104904,17454,1.83
Chickpea,Rabi,Attur,7205,870.6,314946,2033,0.78
Rice,Rabi,Sivakasi,41851,1156.0,4454490,8678,1.2
Chilli,Kharif,Salem,6173,683.5,743530,7758,1.17
Cotton,Kharif,Karur,4576,560.6,2091307,6037,0.95
Blackgram,Rabi,Rajapalayam,5944,839.1,404072,1839,0.37
Groundnut,Kharif,Dindigul,25408,880.7,2915433,8788,1.24
Chickpea,Rabi,Salem,1310,644.8,606593,1259,0.73
Papaya,Whole Year,Karur,533,772.4,837604,808,24.05
Chickpea,Rabi,Theni,14461,672.6,1297597,2637,0.71
Coffee,Whole Year,Theni,4922,1221.3,1722300,1816,0.75
Groundnut,Kharif,Karur,5531,810.5,1112904,5825,1.54
Greengram,Kharif,Madurai,9372,619.9,716290,2551,0.39
Sugarcane,Whole Year,Attur,99964,1385.8,9018716,25627,70.13
Maize,Kharif,Salem,47268,980.8,2220429,12338,2.51
Sugarcane,Whole Year,Attur,53741,1470.2,6110935,8125,56.41
Tapioca,Whole Year,Theni,10488,1210.6,1395834,1488,24.6
Pomegranate,Whole Year,Kodaikanal,2066,700.1,785675,2167,7.88
Pigeonpea,Kharif,Rajapalayam,5154,813.7,342419,3033,0.35
Mango,Whole Year,Palani,25454,983.9,2187013,4908,8.85
Turmeric,Kharif,Madurai,1917,837.5,1311809,1448,2.67
Turmeric,Kharif,Namakkal,9892,1062.7,2093857,4827,6.21
Papaya,Whole Year,Theni,2957,1354.5,944741,1093,33.14
Banana,Whole Year,Theni,37075,1601.4,3517649,12237,27.74
Cotton,Kharif,Karur,8779,936.3,2086720,6322,1.2
Pigeonpea,Kharif,Sivakasi,2216,857.9,194455,1695,0.87
Blackgram,Rabi,Rajapalayam,16962,734.1,1672588,1128,0.63
Chilli,Kharif,Rajapalayam,1961,930.0,651787,2292,2.43
Blackgram,Rabi,Theni,13368,925.3,642654,2001,1.0
Cotton,Kharif,Attur,12206,752.9,3176760,7047,1.44
Greengram,Kharif,Karur,1373,759.0,448372,1087,0.69
Turmeric,Kharif,Attur,2469,1043.5,1510441,4397,4.15
Chilli,Rabi,Dindigul,3585,945.6,938936,2722,1.13
Millet,Kharif,Palani,25857,817.9,799575,4041,0.65
Chickpea,Rabi,Rajapalayam,5006,672.2,166819,1463,0.68
Mango,Whole Year,Attur,20139,673.0,2887168,5560,4.49
Sorghum,Rabi,Salem,859,550.9,698530,1310,1.11
Blackgram,Rabi,Dindigul,7075,786.1,288393,2258,0.36
Rice,Kharif,Madurai,23980,851.6,1552550,3154,1.73
Banana,Whole Year,Karur,12982,972.7,2395597,5084,23.08
Greengram,Kharif,Namakkal,6453,493.0,653393,937,0.48
Sugarcane,Whole Year,Rajapalayam,67896,1096.3,7298219,12967,48.64
Pomegranate,Whole Year,Rajapalayam,3585,691.4,301615,1699,8.55
Millet,Kharif,Palani,23611,967.5,2486047,2977,1.82
Pomegranate,Whole Year,Kodaikanal,1703,872.3,513840,1278,5.41
Blackgram,Rabi,Kodaikanal,18861,949.5,534858,4880,0.77
Pigeonpea,Kharif,Namakkal,11771,662.9,966165,2352,0.93
Millet,Kharif,Attur,10013,641.7,619698,2129,0.74
Groundnut,Kharif,Karur,19895,528.0,3470546,4824,1.63
Mango,Whole Year,Madurai,18165,765.6,1458528,6478,2.75
Coconut,Whole Year,Theni,3485,1155.8,2062738,4711,5.66
Maize,Rabi,Attur,10494,961.2,732328,5697,1.93
Banana,Whole Year,Namakkal,19831,1272.8,3066255,6899,36.11
Greengram,Kharif,Sivakasi,8248,518.7,895460,298,0.81
Sorghum,Rabi,Sivakasi,20709,723.1,1177861,5534,0.85
Cotton,Kharif,Namakkal,12529,838.6,3088549,10374,2.2
Chilli,Kharif,Palani,971,1045.1,1247845,1576,1.41
Banana,Whole Year,Palani,31095,1474.5,5750298,4310,28.76
Millet,Kharif,Attur,7866,846.7,1240232,1894,0.77
Turmeric,Kharif,Sivakasi,11979,934.7,1827198,5618,4.05
Sugarcane,Whole Year,Rajapalayam,80007,1059.6,4968452,27054,71.02
Banana,Whole Year,Attur,27323,980.3,5279090,7730,21.03
Banana,Whole Year,Sivakasi,41085,1245.2,3949399,21263,29.0
Millet,Kharif,Attur,7866,692.0,1497250,1321,1.07
Banana,Whole Year,Madurai,5418,928.4,2071332,9153,25.46
Sorghum,Kharif,Madurai,4868,669.1,467631,2288,0.7
Chickpea,Rabi,Rajapalayam,13744,673.9,527147,2765,0.9
Coffee,Whole Year,Madurai,4939,1411.4,1569458,1048,1.48
Maize,Kharif,Virudhunagar,18711,833.8,2623837,2292,1.49
Rice,Rabi,Rajapalayam,72171,996.8,5936472,17018,3.37
Sesame,Kharif,Salem,7143,463.5,698447,1408,0.62
Chickpea,Rabi,Rajapalayam,626,684.6,443611,359,0.77
Blackgram,Rabi,Palani,7207,890.7,710097,1624,0.64
Papaya,Whole Year,Karur,5916,799.5,1770742,2962,24.15
Greengram,Kharif,Rajapalayam,7093,798.4,375019,1717,0.28
Pomegranate,Whole Year,Karur,459,529.7,241929,660,7.96
Cotton,Kharif,Dindigul,21238,979.4,1446807,12144,1.02
Blackgram,Rabi,Theni,1424,710.4,633620,1344,0.92
Maize,Kharif,Kodaikanal,30283,927.8,3019805,10650,2.15
Tapioca,Whole Year,Palani,11432,1112.8,1884752,4372,25.93
Pigeonpea,Kharif,Kodaikanal,8781,1007.8,639613,2334,0.86
Blackgram,Rabi,Kodaikanal,13593,715.7,1091426,596,0.55
Sesame,Kharif,Kodaikanal,2282,969.9,141646,896,0.63
Sugarcane,Whole Year,Theni,65529,1170.7,4567548,27883,62.4
Turmeric,Kharif,Salem,1074,997.6,598397,2658,5.39
Sesame,Kharif,Sivakasi,8439,670.0,715008,1511,0.36
Pomegranate,Whole Year,Attur,3738,725.4,762139,1595,9.66
Turmeric,Kharif,Palani,6943,1308.7,1551425,3346,5.1
Rice,Rabi,Sivakasi,51247,1216.0,6457163,5698,0.97
Blackgram,Rabi,Rajapalayam,17774,472.7,993080,2722,0.58
Coconut,Whole Year,Madurai,45085,1143.4,3172336,4730,5.48
Millet,Kharif,Sivakasi,14115,763.9,1718709,2586,0.79
Banana,Whole Year,Karur,44590,889.9,5436873,15665,20.35
Pigeonpea,Kharif,Salem,11540,886.9,745628,121,0.34
Millet,Kharif,Theni,7414,780.4,778454,1334,1.37
Sorghum,Kharif,Sivakasi,3369,587.1,434571,1937,0.65
Sugarcane,Whole Year,Karur,79585,1351.8,7122542,25993,69.4
Sorghum,Kharif,Virudhunagar,7300,620.6,1169172,1686,0.59
Cotton,Kharif,Theni,2352,1084.0,841616,6514,1.4
Blackgram,Rabi,Dindigul,1093,494.8,610864,1005,0.68
Sesame,Kharif,Madurai,5201,621.2,458177,2116,0.53
Pomegranate,Whole Year,Namakkal,3097,458.3,1046841,3329,9.48
Greengram,Kharif,Namakkal,6315,630.7,583920,276,0.43
Sesame,Kharif,Salem,8300,463.5,163906,1949,0.57
Pigeonpea,Kharif,Palani,11736,1103.0,720932,1322,0.45
Pomegranate,Whole Year,Salem,2535,588.8,271844,2222,5.79
Rice,Rabi,Theni,11604,1176.6,2212064,2074,1.84
Sesame,Kharif,Salem,8780,763.5,707810,1272,0.63
Banana,Whole Year,Madurai,40940,960.7,2190517,21236,22.82
Pomegranate,Whole Year,Palani,1294,459.1,402254,1042,5.43
Turmeric,Kharif,Namakkal,2213,1097.0,678272,2875,3.19
Blackgram,Rabi,Palani,209,896.7,229654,1795,0.9
Sesame,Kharif,Virudhunagar,4023,503.0,145365,1958,0.53
Sugarcane,Whole Year,Dindigul,78643,1441.2,5169218,37891,61.61
Mango,Whole Year,Virudhunagar,16225,674.9,2733965,5173,3.78
Millet,Kharif,Rajapalayam,20829,698.4,1820680,1492,1.34
Blackgram,Rabi,Theni,10840,1014.3,749004,2220,1.18
Sesame,Kharif,Palani,3042,666.6,247838,1932,0.5
Cotton,Kharif,Salem,52546,699.2,4505855,9977,1.47
Chilli,Rabi,Karur,2152,536.7,1422874,1901,2.28
Cotton,Kharif,Kodaikanal,61686,750.2,6616775,9341,1.34
Maize,Kharif,Kodaikanal,26204,1146.3,1623626,5182,1.65
Chilli,Kharif,Madurai,5959,955.8,587990,2757,3.04
Millet,Kharif,Theni,6071,907.4,837600,100,0.57
Pigeonpea,Kharif,Dindigul,9100,789.9,503673,1022,0.35
Tapioca,Whole Year,Palani,2339,963.2,1374770,1405,26.78
Tapioca,Whole Year,Salem,27562,915.9,1563724,7311,23.18
Sugarcane,Whole Year,Salem,25290,1105.5,3792741,13111,55.77
Mango,Whole Year,Dindigul,15429,836.3,1758586,6600,5.99
Millet,Kharif,Salem,27858,659.2,1189522,1640,0.57
Coconut,Whole Year,Rajapalayam,27262,1134.1,2632230,2357,6.62
Rice,Kharif,Kodaikanal,67719,1275.7,1839025,8182,1.41
Mango,Whole Year,Palani,38100,771.8,4064980,12520,7.48
Coconut,Whole Year,Sivakasi,32244,779.1,3469527,4407,3.83
Groundnut,Kharif,Attur,41758,630.9,2612573,12519,1.45
Cotton,Kharif,Dindigul,21240,776.3,1903631,5974,1.41
Turmeric,Kharif,Palani,5416,1160.3,2145824,1143,5.79
Sorghum,Kharif,Kodaikanal,7166,629.0,1137516,1740,0.64
Sorghum,Rabi,Theni,8697,979.3,683910,2184,0.54
Blackgram,Rabi,Theni,6174,1082.5,882787,2406,0.94
Sesame,Kharif,Kodaikanal,6338,998.3,685804,2309,0.6
Blackgram,Rabi,Madurai,9419,864.7,937172,2823,0.75
Sesame,Kharif,Sivakasi,6285,634.5,511709,504,0.26
Cotton,Kharif,Sivakasi,68003,860.6,5968136,8780,0.97
Pomegranate,Whole Year,Dindigul,1163,584.4,198657,2032,6.1
Tapioca,Whole Year,Karur,2324,1028.1,1455869,422,28.73
Groundnut,Rabi,Palani,29025,1002.5,1992417,12488,0.83
Maize,Kharif,Karur,4956,627.4,601582,2745,1.56
Papaya,Whole Year,Madurai,3234,783.0,812723,2815,26.28
Pigeonpea,Kharif,Karur,11666,886.6,1061085,1895,0.5
Blackgram,Rabi,Virudhunagar,1531,413.8,130395,1615,0.42
Mango,Whole Year,Kodaikanal,37324,912.0,1504955,4034,7.16
Coconut,Whole Year,Rajapalayam,34757,738.2,2392087,2787,3.54
Millet,Kharif,Kodaikanal,2492,927.4,910081,3575,0.6
Millet,Kharif,Virudhunagar,10607,733.0,246337,2412,0.55
Pigeonpea,Kharif,Theni,11058,1095.8,661661,3597,0.83
Groundnut,Kharif,Madurai,45268,1016.3,4541451,14862,2.04
Sugarcane,Whole Year,Rajapalayam,13483,1356.5,5049011,10936,73.02
Greengram,Kharif,Kodaikanal,10960,751.5,852935,2371,0.82
Chilli,Rabi,Salem,8081,733.8,2559392,7946,2.35
Tapioca,Whole Year,Attur,24063,944.3,3287400,3421,31.01
Cotton,Kharif,Virudhunagar,38957,691.5,3170760,16531,0.67
Millet,Kharif,Palani,11172,1005.8,568606,4526,1.0
Banana,Whole Year,Karur,40236,1078.4,3650890,9804,13.77
Coffee,Whole Year,Namakkal,451,1039.8,384241,642,1.22
Blackgram,Rabi,Kodaikanal,16066,1121.1,1660769,1486,1.1
Pomegranate,Whole Year,Kodaikanal,3642,940.3,362426,2427,5.48
Groundnut,Kharif,Dindigul,19136,885.7,3391698,5742,2.24
Chickpea,Rabi,Sivakasi,6450,481.8,916208,1545,0.51
Millet,Kharif,Kodaikanal,29852,763.5,986267,866,1.56
Coffee,Whole Year,Attur,4487,1402.1,1844234,2841,0.71
Chilli,Kharif,Madurai,6516,514.8,603907,3931,1.15
Coconut,Whole Year,Sivakasi,49721,769.9,5090043,3884,7.79
Tapioca,Whole Year,Dindigul,19184,904.9,1283393,3162,28.95
Maize,Rabi,Palani,42996,1261.7,1583452,7163,2.27
Chickpea,Rabi,Madurai,10661,581.3,1000719,1949,0.81
Pomegranate,Whole Year,Palani,1013,712.5,144418,644,3.56
Greengram,Kharif,Namakkal,1531,434.2,391468,409,0.55
Chilli,Kharif,Salem,9350,782.8,1035338,2349,2.66
Cotton,Kharif,Namakkal,15586,556.0,2957794,2506,1.35
Rice,Kharif,Rajapalayam,36166,952.3,2525043,14149,2.21
Maize,Rabi,Virudhunagar,11460,850.3,2043942,1892,2.55
Cotton,Kharif,Sivakasi,36936,836.4,4540325,8820,0.98
Papaya,Whole Year,Karur,6144,964.8,616248,5474,15.38
Blackgram,Rabi,Attur,917,653.4,257926,682,0.8
Sorghum,Kharif,Rajapalayam,9576,424.5,936696,2290,0.83
Turmeric,Kharif,Virudhunagar,3472,908.1,1781368,481,4.49
Chilli,Rabi,Sivakasi,7467,423.5,1048729,7748,0.77
Groundnut,Rabi,Kodaikanal,41304,649.1,5167046,15740,0.87
Sugarcane,Whole Year,Palani,15513,1382.2,3041566,17858,60.68
Tapioca,Whole Year,Attur,25521,929.9,3257599,2820,29.93
Coffee,Whole Year,Palani,4130,1427.2,1420099,3723,1.01
Sesame,Kharif,Dindigul,2627,801.7,398152,1351,0.48
Pigeonpea,Kharif,Sivakasi,10105,945.7,923794,1244,0.64
Banana,Whole Year,Sivakasi,3947,1052.5,2697184,3963,11.75
Maize,Rabi,Palani,21469,929.2,2135438,4972,1.39
Coconut,Whole Year,Kodaikanal,54216,941.9,2145522,7107,8.05
Turmeric,Kharif,Palani,8598,1204.6,1637453,5346,3.8
Pomegranate,Whole Year,Theni,3713,999.7,1196510,2059,5.44
Sesame,Kharif,Attur,7723,421.5,752380,1506,0.34
Blackgram,Rabi,Madurai,13570,774.6,867608,2150,0.95
Cotton,Kharif,Sivakasi,2645,771.0,1705986,4758,1.45
Sorghum,Rabi,Dindigul,4946,616.2,874863,1194,0.57
Turmeric,Kharif,Palani,11747,1387.1,2018614,5050,7.07
Rice,Kharif,Dindigul,60423,1178.2,2778196,24152,2.56
Rice,Kharif,Palani,49000,1557.8,3578096,7343,3.41
Coconut,Whole Year,Sivakasi,44184,905.2,3836801,10494,7.37
Sesame,Kharif,Madurai,3649,467.3,586597,749,0.26
Papaya,Whole Year,Virudhunagar,2624,1012.3,764490,4160,41.21
Cotton,Kharif,Rajapalayam,37071,660.7,2545106,12142,1.78
Mango,Whole Year,Theni,21702,870.4,1881334,7272,6.97
Millet,Kharif,Rajapalayam,25872,757.8,714241,5809,0.88
Pomegranate,Whole Year,Attur,499,434.5,329400,1588,9.08
Rice,Kharif,Madurai,23518,1168.3,2506494,7130,2.68
Tapioca,Whole Year,Attur,1602,741.9,885611,2177,28.7
Tapioca,Whole Year,Kodaikanal,23199,1214.6,1744534,4878,25.63
Pomegranate,Whole Year,Karur,3409,836.5,874533,2630,10.12
Sugarcane,Whole Year,Salem,84040,1370.6,9546514,36635,49.82
Mango,Whole Year,Virudhunagar,26102,791.1,3681033,3273,7.32
Blackgram,Rabi,Rajapalayam,2445,557.2,118126,265,0.73
Chickpea,Rabi,Namakkal,11913,761.0,949804,1126,0.89
Papaya,Whole Year,Dindigul,7714,921.9,682520,6048,23.7
Sorghum,Kharif,Attur,15891,706.3,359077,4553,0.87
Papaya,Whole Year,Salem,2138,1041.8,752111,1842,21.26
