N,P,K,temperature,humidity,ph,rainfall,label
86.48,47.0,43.38,25.07,56.21,6.76,72.57,Tapioca
78.09,26.62,35.28,34.08,50.03,7.27,76.77,Millet
51.97,29.15,26.56,27.26,57.01,7.04,45.34,Sorghum
84.78,31.76,55.81,33.38,64.98,6.71,78.88,Tapioca
70.69,45.64,52.15,27.5,57.8,5.53,44.95,Tapioca
104.84,58.0,52.27,28.72,74.0,6.81,115.76,Chilli
86.56,66.29,51.74,24.15,78.8,5.95,166.19,Banana
24.6,46.0,25.3,34.02,57.66,5.38,93.4,Groundnut
16.42,28.48,23.56,37.86,60.95,6.46,117.0,Mango
29.82,23.03,39.51,33.26,38.68,6.61,69.78,Pomegranate
20.24,29.11,36.16,36.92,59.52,7.04,115.34,Mango
60.75,69.25,47.58,26.5,85.31,5.62,142.34,Papaya
98.34,19.09,33.74,23.78,56.36,6.34,181.58,Coffee
69.53,45.98,48.29,28.53,66.09,7.24,100.26,Maize
108.78,69.43,47.43,32.11,65.13,7.11,86.31,Chilli
15.53,22.81,43.1,35.27,39.69,7.29,69.14,Pomegranate
23.78,24.57,41.23,34.04,39.42,7.48,56.65,Pomegranate
109.09,21.64,27.81,28.47,85.76,6.83,152.77,Sugarcane
56.67,56.98,53.49,33.49,83.65,5.87,116.28,Papaya
89.1,24.2,29.19,35.34,72.71,6.44,190.9,Sugarcane
122.65,40.33,21.91,24.27,65.16,6.41,77.73,Cotton
33.59,60.99,20.59,28.23,59.02,7.14,71.24,Greengram
60.0,29.74,47.54,32.83,56.94,6.55,103.86,Tapioca
98.38,41.59,32.28,29.76,75.12,5.45,73.78,Maize
115.19,57.42,48.44,27.69,66.67,7.04,82.88,Chilli
15.81,61.4,20.17,33.73,61.3,7.34,89.84,Blackgram
73.5,37.01,31.13,32.57,74.88,6.84,208.01,Sugarcane
89.28,35.52,49.61,34.5,69.45,6.93,124.86,Tapioca
58.45,53.41,196.27,27.27,77.73,6.69,177.15,Turmeric
94.94,52.63,48.04,29.57,91.16,5.6,211.1,Rice
19.34,12.75,38.73,31.56,31.57,6.54,77.33,Pomegranate
28.96,61.95,31.48,34.84,70.15,7.53,94.05,Blackgram
116.75,70.59,48.47,24.69,79.27,6.71,124.26,Banana
98.46,24.59,31.66,27.4,68.68,5.92,230.57,Coffee
80.4,34.78,46.78,31.49,54.71,5.71,108.53,Tapioca
131.59,50.76,15.95,23.44,65.04,8.08,96.33,Cotton
70.46,53.35,200.88,24.64,86.71,5.51,212.44,Turmeric
112.73,60.6,48.44,33.64,57.74,6.44,82.53,Chilli
21.4,16.64,30.42,32.46,82.37,6.52,162.98,Coconut
23.69,72.21,20.91,26.33,68.02,7.08,75.32,Greengram
30.16,16.19,51.55,28.98,38.38,6.48,49.17,Pomegranate
70.36,41.73,35.46,33.32,63.25,6.84,37.0,Millet
41.59,43.81,26.23,28.09,51.32,5.78,65.52,Sesame
76.13,49.34,35.25,24.65,70.63,5.65,114.38,Maize
116.36,68.43,50.81,26.57,63.11,7.33,86.67,Chilli
106.89,67.58,42.21,27.51,69.7,7.0,65.23,Chilli
81.42,23.38,30.29,29.75,54.7,5.98,47.13,Sorghum
23.19,12.46,28.08,25.43,88.05,5.85,95.76,Coconut
61.28,35.08,52.45,19.78,79.59,5.89,189.01,Cardamom
27.65,20.03,41.73,36.2,56.12,5.88,146.02,Mango
14.0,19.93,34.89,28.61,44.98,6.65,74.13,Mango
20.15,64.69,17.51,31.12,58.32,6.61,132.93,Pigeonpea
23.35,18.06,35.25,35.96,47.01,7.44,102.62,Mango
73.46,34.17,45.66,30.97,58.18,6.8,75.22,Tapioca
20.08,67.31,22.1,33.06,74.36,7.51,96.8,Blackgram
33.72,25.32,42.38,28.59,61.79,5.53,147.8,Mango
17.95,49.78,24.78,33.77,74.0,6.09,52.37,Greengram
72.85,32.57,39.42,27.17,78.17,6.09,199.23,Sugarcane
31.29,18.26,33.33,31.36,82.93,6.65,182.66,Coconut
29.79,65.13,27.42,28.59,66.91,6.94,63.6,Greengram
24.66,8.26,26.47,33.48,38.82,6.71,67.63,Pomegranate
14.76,61.37,19.62,25.53,74.27,6.53,137.25,Pigeonpea
20.93,51.86,18.28,30.48,55.8,6.18,72.36,Greengram
72.86,23.6,54.42,22.57,79.96,6.36,247.77,Cardamom
47.56,62.38,68.71,19.73,32.13,6.73,87.41,Chickpea
59.82,34.12,26.35,29.5,50.46,6.82,55.57,Sorghum
79.11,76.04,47.95,24.12,82.23,6.07,141.32,Banana
32.76,62.13,25.03,34.29,64.0,7.0,85.68,Blackgram
25.15,13.84,29.36,32.83,34.73,7.29,44.16,Pomegranate
32.72,40.1,36.17,31.37,60.83,6.14,83.64,Sesame
102.92,51.62,45.48,32.43,63.57,7.14,80.13,Chilli
102.07,60.12,37.82,24.96,69.22,6.76,98.54,Chilli
87.13,21.68,41.6,26.37,87.77,6.64,236.73,Sugarcane
36.7,60.09,83.15,21.27,28.94,6.64,76.77,Chickpea
16.7,14.17,48.29,26.9,40.37,6.64,84.85,Pomegranate
22.71,55.12,26.26,33.96,73.34,6.38,75.43,Groundnut
95.77,23.58,36.41,21.28,57.16,5.98,196.33,Coffee
82.02,37.09,41.77,21.81,83.76,6.2,242.79,Cardamom
77.23,15.3,32.32,20.62,65.02,6.0,202.97,Coffee
21.07,30.8,26.83,28.64,48.75,6.0,100.46,Mango
17.56,11.84,44.81,32.17,34.39,7.15,53.89,Pomegranate
17.9,56.5,27.32,26.84,67.02,6.45,125.27,Groundnut
88.34,21.52,32.47,24.93,72.61,6.04,204.9,Coffee
101.17,27.56,21.92,33.5,82.81,6.74,180.09,Sugarcane
16.13,24.04,46.76,29.17,39.36,7.44,54.77,Pomegranate
64.18,68.02,210.2,30.74,76.83,5.98,167.07,Turmeric
34.33,25.04,43.11,29.86,61.25,7.47,91.81,Mango
45.28,41.19,18.0,28.76,63.14,6.83,57.53,Millet
33.07,46.84,36.59,29.36,51.14,6.84,63.72,Sesame
86.65,40.1,36.33,24.99,76.58,6.1,96.49,Maize
22.44,59.82,22.29,27.01,61.94,6.55,88.32,Greengram
21.97,18.77,28.54,33.41,41.3,6.84,71.94,Pomegranate
47.32,51.4,208.27,22.78,81.41,5.69,210.57,Turmeric
76.52,34.25,19.84,29.31,61.89,6.83,79.65,Millet
23.88,67.06,15.78,29.47,56.13,6.84,63.73,Greengram
25.66,17.68,38.22,27.31,45.96,6.7,81.59,Pomegranate
82.47,91.56,53.5,29.85,86.62,5.63,163.02,Banana
79.38,45.61,37.33,22.45,61.94,6.04,112.24,Maize
27.01,70.15,17.47,28.67,73.42,7.64,55.88,Greengram
16.76,14.54,48.49,32.51,47.22,7.74,57.56,Pomegranate
59.98,30.91,25.7,29.61,55.87,6.44,65.42,Sorghum
30.15,49.31,26.92,28.48,63.15,6.47,86.23,Groundnut
13.41,55.77,18.8,28.59,69.59,6.93,52.11,Greengram
104.52,24.74,40.24,30.38,85.54,6.87,205.33,Sugarcane
67.33,57.92,41.34,22.8,77.72,6.35,191.32,Rice
88.81,42.85,52.47,23.92,80.65,6.47,261.82,Rice
107.9,50.59,47.74,28.95,68.67,7.61,67.48,Chilli
46.62,25.39,21.22,27.71,43.15,6.48,74.55,Sorghum
33.37,57.53,24.64,27.08,76.94,6.9,99.36,Groundnut
34.46,19.72,42.11,26.37,51.93,7.11,98.17,Mango
